username,password,appname,pipename,name,namespace
appleltuser1,opsmx123,perftest1,pipeline1,devloop-operations-dev-spin-test-1,test
appleltuser2,opsmx123,perftest2,pipeline2,devloop-operations-dev-spin-test-2,test
appleltuser3,opsmx123,perftest3,pipeline3,devloop-operations-dev-spin-test-3,test
appleltuser4,opsmx123,perftest4,pipeline4,devloop-operations-dev-spin-test-4,test
appleltuser5,opsmx123,perftest5,pipeline5,devloop-operations-dev-spin-test-5,test
appleltuser6,opsmx123,perftest6,pipeline6,devloop-operations-dev-spin-test-6,test
appleltuser7,opsmx123,perftest7,pipeline7,devloop-operations-dev-spin-test-7,test
appleltuser8,opsmx123,perftest8,pipeline8,devloop-operations-dev-spin-test-8,test
appleltuser9,opsmx123,perftest9,pipeline9,devloop-operations-dev-spin-test-9,test
appleltuser10,opsmx123,perftest10,pipeline10,devloop-operations-dev-spin-test-10,test
appleltuser11,opsmx123,perftest11,pipeline11,devloop-operations-dev-spin-test-11,test
appleltuser12,opsmx123,perftest12,pipeline12,devloop-operations-dev-spin-test-12,test
appleltuser13,opsmx123,perftest13,pipeline13,devloop-operations-dev-spin-test-13,test
appleltuser14,opsmx123,perftest14,pipeline14,devloop-operations-dev-spin-test-14,test
appleltuser15,opsmx123,perftest15,pipeline15,devloop-operations-dev-spin-test-15,test
appleltuser16,opsmx123,perftest16,pipeline16,devloop-operations-dev-spin-test-16,test
appleltuser17,opsmx123,perftest17,pipeline17,devloop-operations-dev-spin-test-17,test
appleltuser18,opsmx123,perftest18,pipeline18,devloop-operations-dev-spin-test-18,test
appleltuser19,opsmx123,perftest19,pipeline19,devloop-operations-dev-spin-test-19,test
appleltuser20,opsmx123,perftest20,pipeline20,devloop-operations-dev-spin-test-20,test
appleltuser21,opsmx123,perftest21,pipeline21,devloop-operations-dev-spin-test-21,test
appleltuser22,opsmx123,perftest22,pipeline22,devloop-operations-dev-spin-test-22,test
appleltuser23,opsmx123,perftest23,pipeline23,devloop-operations-dev-spin-test-23,test
appleltuser24,opsmx123,perftest24,pipeline24,devloop-operations-dev-spin-test-24,test
appleltuser25,opsmx123,perftest25,pipeline25,devloop-operations-dev-spin-test-25,test
appleltuser26,opsmx123,perftest26,pipeline26,devloop-operations-dev-spin-test-26,test
appleltuser27,opsmx123,perftest27,pipeline27,devloop-operations-dev-spin-test-27,test
appleltuser28,opsmx123,perftest28,pipeline28,devloop-operations-dev-spin-test-28,test
appleltuser29,opsmx123,perftest29,pipeline29,devloop-operations-dev-spin-test-29,test
appleltuser30,opsmx123,perftest30,pipeline30,devloop-operations-dev-spin-test-30,test
appleltuser31,opsmx123,perftest31,pipeline31,devloop-operations-dev-spin-test-31,test
appleltuser32,opsmx123,perftest32,pipeline32,devloop-operations-dev-spin-test-32,test
appleltuser33,opsmx123,perftest33,pipeline33,devloop-operations-dev-spin-test-33,test
appleltuser34,opsmx123,perftest34,pipeline34,devloop-operations-dev-spin-test-34,test
appleltuser35,opsmx123,perftest35,pipeline35,devloop-operations-dev-spin-test-35,test
appleltuser36,opsmx123,perftest36,pipeline36,devloop-operations-dev-spin-test-36,test
appleltuser37,opsmx123,perftest37,pipeline37,devloop-operations-dev-spin-test-37,test
appleltuser38,opsmx123,perftest38,pipeline38,devloop-operations-dev-spin-test-38,test
appleltuser39,opsmx123,perftest39,pipeline39,devloop-operations-dev-spin-test-39,test
appleltuser40,opsmx123,perftest40,pipeline40,devloop-operations-dev-spin-test-40,test
appleltuser41,opsmx123,perftest41,pipeline41,devloop-operations-dev-spin-test-41,test
appleltuser42,opsmx123,perftest42,pipeline42,devloop-operations-dev-spin-test-42,test
appleltuser43,opsmx123,perftest43,pipeline43,devloop-operations-dev-spin-test-43,test
appleltuser44,opsmx123,perftest44,pipeline44,devloop-operations-dev-spin-test-44,test
appleltuser45,opsmx123,perftest45,pipeline45,devloop-operations-dev-spin-test-45,test
appleltuser46,opsmx123,perftest46,pipeline46,devloop-operations-dev-spin-test-46,test
appleltuser47,opsmx123,perftest47,pipeline47,devloop-operations-dev-spin-test-47,test
appleltuser48,opsmx123,perftest48,pipeline48,devloop-operations-dev-spin-test-48,test
appleltuser49,opsmx123,perftest49,pipeline49,devloop-operations-dev-spin-test-49,test
appleltuser50,opsmx123,perftest50,pipeline50,devloop-operations-dev-spin-test-50,test
appleltuser51,opsmx123,perftest51,pipeline51,devloop-operations-dev-spin-test-51,test
appleltuser52,opsmx123,perftest52,pipeline52,devloop-operations-dev-spin-test-52,test
appleltuser53,opsmx123,perftest53,pipeline53,devloop-operations-dev-spin-test-53,test
appleltuser54,opsmx123,perftest54,pipeline54,devloop-operations-dev-spin-test-54,test
appleltuser55,opsmx123,perftest55,pipeline55,devloop-operations-dev-spin-test-55,test
